1.8602e-006	-0.05794	1.8713e-006	-0.05852	0.50236	0.41992	90.62	74.236
1.8602e-006	-0.058054	1.8713e-006	-0.057617	0.5026	0.41967	90.603	74.656
1.8602e-006	-0.057359	1.8713e-006	-0.057768	0.50243	0.42002	90.634	74.719
1.8602e-006	-0.057927	1.8712e-006	-0.058457	0.50241	0.41997	90.607	74.651
1.8602e-006	-0.057781	1.8712e-006	-0.057933	0.50262	0.41988	90.593	74.598
1.8602e-006	-0.058367	1.8712e-006	-0.057946	0.50275	0.421	90.602	74.946
1.8602e-006	-0.058826	1.8712e-006	-0.057627	0.50277	0.42129	90.62	74.868
1.8603e-006	-0.058782	1.8712e-006	-0.057517	0.50258	0.42212	90.646	74.806
1.8603e-006	-0.058474	1.8713e-006	-0.058289	0.50243	0.42177	90.636	74.419
1.8603e-006	-0.058298	1.8712e-006	-0.058695	0.50264	0.42121	90.626	74.64
1.8603e-006	-0.057945	1.8712e-006	-0.058035	0.50274	0.42141	90.666	74.417
1.8603e-006	-0.057057	1.8712e-006	-0.057144	0.50259	0.42126	90.642	74.387
1.8603e-006	-0.057807	1.8712e-006	-0.057498	0.5023	0.42151	90.627	75.086
1.8603e-006	-0.058382	1.8712e-006	-0.057626	0.50232	0.42295	90.652	75.304
1.8604e-006	-0.057023	1.8712e-006	-0.057448	0.50255	0.42362	90.645	75.079
1.8604e-006	-0.057001	1.8712e-006	-0.058107	0.50239	0.42324	90.623	74.825
1.8603e-006	-0.058231	1.8711e-006	-0.058767	0.50236	0.42315	90.633	75.204
1.8603e-006	-0.058528	1.8711e-006	-0.058318	0.50247	0.42309	90.643	75.089
1.8603e-006	-0.058894	1.8712e-006	-0.058438	0.50239	0.4235	90.674	75.286
1.8603e-006	-0.059094	1.8712e-006	-0.057709	0.5023	0.42333	90.672	75.471
1.8604e-006	-0.058817	1.8711e-006	-0.058255	0.50222	0.42376	90.674	75.959
1.8604e-006	-0.058675	1.8711e-006	-0.058107	0.50245	0.42479	90.697	75.625
